sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_full_text,year,abstract_word_count
,CZI,COVID-19 pneumonia: what has CT taught us?,10.1016/S1473-3099(20)30134-1,,,,,2020-01-01,"Lee, Elaine Y. P.; Ng, Ming-Yen; Khong, Pek-Lan",The Lancet Infectious Diseases,2009186097.0,#1818,,2020.0,0
,CZI,Convalescent plasma as a potential therapy for COVID-19,10.1016/S1473-3099(20)30141-9,,,,,2020-01-01,"Chen, Long; Xiong, Jing; Bao, Lei; Shi, Yuan",The Lancet Infectious Diseases,2614362308.0,#2668,,2020.0,0
,CZI,"A family cluster of SARS-CoV-2 infection involving 11 patients in Nanjing, China",10.1016/S1473-3099(20)30147-X,,,,,2020-01-01,"Huang, Rui; Xia, Juan; Chen, Yuxin; Shan, Chun; Wu, Chao",The Lancet Infectious Diseases,3006355661.0,#2836,,2020.0,0
,CZI,Coronavirus epidemic: preparing for extracorporeal organ support in intensive care,10.1016/S2213-2600(20)30060-6,,,,,2020-01-01,"Ronco, Claudio; Navalesi, Paolo; Vincent, Jean Louis",The Lancet Respiratory Medicine,3004784537.0,#379,,2020.0,0
,CZI,Australian Government releases face masks to protect against coronavirus,10.1016/S2213-2600(20)30064-3,,,,,2020-01-01,"Kirby, Tony",The Lancet Respiratory Medicine,3004752580.0,#512,,2020.0,0
,CZI,Protecting health-care workers from subclinical coronavirus infection,10.1016/S2213-2600(20)30066-7,,,,,2020-01-01,"Chang, De; Xu, Huiwen; Rebaza, Andre; Sharma, Lokesh; Dela Cruz, Charles S.",The Lancet Respiratory Medicine,3005798348.0,#833,,2020.0,0
,CZI,Toning down the 2019-nCoV media hype—and restoring hope,10.1016/S2213-2600(20)30070-9,,,,,2020-01-01,"Ippolito, Giuseppe; Hui, David S.; Ntoumi, Francine; Maeurer, Markus; Zumla, Alimuddin",The Lancet Respiratory Medicine,,#768,,2020.0,0
,CZI,Therapeutic and triage strategies for 2019 novel coronavirus disease in fever clinics,10.1016/S2213-2600(20)30071-0,,,,,2020-01-01,"Zhang, Jinnong; Zhou, Luqian; Yang, Yuqiong; Peng, Wei; Wang, Wenjing; Chen, Xuelin",The Lancet Respiratory Medicine,3005678464.0,#832,,2020.0,0
,CZI,Pathological findings of COVID-19 associated with acute respiratory distress syndrome,10.1016/S2213-2600(20)30076-X,,,,,2020-01-01,"Xu, Zhe; Shi, Lei; Wang, Yijin; Zhang, Jiyuan; Huang, Lei; Zhang, Chao; Liu, Shuhong; Zhao, Peng; Liu, Hongxia; Zhu, Li; Tai, Yanhong; Bai, Changqing; Gao, Tingting; Song, Jinwen; Xia, Peng; Dong, Jinghui; Zhao, Jingmin; Wang, Fu-Sheng",The Lancet Respiratory Medicine,2835497422.0,#1187,,2020.0,0
,CZI,"Clinical course and outcomes of critically ill patients with SARS-CoV-2 pneumonia in Wuhan, China: a single-centered, retrospective, observational study",10.1016/S2213-2600(20)30079-5,,,,"Summary Background An ongoing outbreak of pneumonia associated with the severe acute respiratory coronavirus 2 (SARS-CoV-2) started in December, 2019, in Wuhan, China. Information about critically ill patients with SARS-CoV-2 infection is scarce. We aimed to describe the clinical course and outcomes of critically ill patients with SARS-CoV-2 pneumonia. Methods In this single-centered, retrospective, observational study, we enrolled 52 critically ill adult patients with SARS-CoV-2 pneumonia who were admitted to the intensive care unit (ICU) of Wuhan Jin Yin-tan hospital (Wuhan, China) between late December, 2019, and Jan 26, 2020. Demographic data, symptoms, laboratory values, comorbidities, treatments, and clinical outcomes were all collected. Data were compared between survivors and non-survivors. The primary outcome was 28-day mortality, as of Feb 9, 2020. Secondary outcomes included incidence of SARS-CoV-2-related acute respiratory distress syndrome (ARDS) and the proportion of patients requiring mechanical ventilation. Findings Of 710 patients with SARS-CoV-2 pneumonia, 52 critically ill adult patients were included. The mean age of the 52 patients was 59·7 (SD 13·3) years, 35 (67%) were men, 21 (40%) had chronic illness, 51 (98%) had fever. 32 (61·5%) patients had died at 28 days, and the median duration from admission to the intensive care unit (ICU) to death was 7 (IQR 3–11) days for non-survivors. Compared with survivors, non-survivors were older (64·6 years [11·2] vs 51·9 years [12·9]), more likely to develop ARDS (26 [81%] patients vs 9 [45%] patients), and more likely to receive mechanical ventilation (30 [94%] patients vs 7 [35%] patients), either invasively or non-invasively. Most patients had organ function damage, including 35 (67%) with ARDS, 15 (29%) with acute kidney injury, 12 (23%) with cardiac injury, 15 (29%) with liver dysfunction, and one (2%) with pneumothorax. 37 (71%) patients required mechanical ventilation. Hospital-acquired infection occurred in seven (13·5%) patients. Interpretation The mortality of critically ill patients with SARS-CoV-2 pneumonia is considerable. The survival time of the non-survivors is likely to be within 1–2 weeks after ICU admission. Older patients (>65 years) with comorbidities and ARDS are at increased risk of death. The severity of SARS-CoV-2 pneumonia poses great strain on critical care resources in hospitals, especially if they are not adequately staffed or resourced. Funding None.",2020-01-01,"Yang, Xiaobo; Yu, Yuan; Xu, Jiqian; Shu, Huaqing; Xia, Jia'an; Liu, Hong; Wu, Yongran; Zhang, Lu; Yu, Zhui; Fang, Minghao; Yu, Ting; Wang, Yaxin; Pan, Shangwen; Zou, Xiaojing; Yuan, Shiying; Shang, You",The Lancet Respiratory Medicine,2109520345.0,#1733,,2020.0,363
,CZI,Pandemic: examining readiness for infectious disease outbreaks,10.1016/S2213-2600(20)30082-5,,,,,2020-01-01,"Burki, Talha Khan",The Lancet Respiratory Medicine,1982319340.0,#1411,,2020.0,0
,CZI,Staff safety during emergency airway management for COVID-19 in Hong Kong,10.1016/S2213-2600(20)30084-9,,,,,2020-01-01,"Cheung, Jonathan Chun-Hei; Ho, Lap Tin; Cheng, Justin Vincent; Cham, Esther Yin Kwan; Lam, Koon Ngai",The Lancet Respiratory Medicine,2774197594.0,#1857,,2020.0,0
,CZI,Correction to Lancet Glob Health 2020; published online Feb 28. https://doi.org/10.1016/S2214-109X(20)30074-7,10.1016/S2214-109X(20)30083-8,,,,,2020-01-01,,The Lancet Global Health,2322586088.0,#4643,,2020.0,0
,CZI,Psychological interventions for people affected by the COVID-19 epidemic,10.1016/S2215-0366(20)30073-0,,,,,2020-01-01,"Duan, Li; Zhu, Gang",The Lancet Psychiatry,2556905174.0,#1316,,2020.0,0
,CZI,The neglected health of international migrant workers in the COVID-19 epidemic,10.1016/S2215-0366(20)30076-6,,,,,2020-01-01,"Liem, Andrian; Wang, Cheng; Wariyanti, Yosa; Latkin, Carl A.; Hall, Brian J.",The Lancet Psychiatry,3006304371.0,#1289,,2020.0,0
,CZI,Mental health services for older adults in China during the COVID-19 outbreak,10.1016/S2215-0366(20)30079-1,,,,,2020-01-01,"Yang, Yuan; Li, Wen; Zhang, Qinge; Zhang, Ling; Cheung, Teris; Xiang, Yu-Tao",The Lancet Psychiatry,2129112369.0,#1188,,2020.0,0
,CZI,Managing neonates with respiratory failure due to SARS-CoV-2 – Authors' reply,10.1016/S2352-4642(20)30072-9,,,,"Since December, 2019, a pneumonia of unknown cause, which has clinical manifestations similar to severe acute respiratory syndrome,1,2 originated in Wuhan, China, and has rapidly spread across China and to at least 23 countries. By Feb 5, 2020, the number of laboratory-confirmed cases had exceeded 20 000, with more than 400 deaths. About 100 children were affected, with the youngest being 30 h after birth. A novel virus named 2019 novel coronavirus (2019-nCoV) was considered to be the causative agent of this pneumonia. Neonates are thought to be susceptible to the virus because their immune system is not well developed, which is of great concern to neonatal medical service providers. Paediatricians and neonatologists belonging to the National Clinical Research Center for Child Health and Disorders and Pediatric Committee of Medical Association of Chinese People’s Liberation Army have contributed to the control efforts in China. We aim to elicit a contingency plan for the 2019-nCoV outbreak in neonatal intensive care units (NICUs), mainly focused on diagnostic and discharge criteria, treatment, prevention, and control strategies",2020-01-01,"Wang, Jianhui; Shi, Yuan",The Lancet Child & Adolescent Health,,#5270,,2020.0,173
,CZI,Enteric involvement of coronaviruses: is faecal–oral transmission of SARS-CoV-2 possible?,10.1016/S2468-1253(20)30048-0,,,,,2020-01-01,"Yeo, Charleen; Kaushal, Sanghvi; Yeo, Danson",The Lancet Gastroenterology & Hepatology,,#1260,,2020.0,0
,CZI,Novel Coronavirus and Hospital Infection Prevention: Preparing for the Impromptu Speech,10.1017/ice.2020.55,,32122422.0,,,2020-01-01,"Bearman, Gonzalo; Pryor, Rachel; Albert, Heather; Brath, Lisa; Britton, Amy; Cooper, Kaila; Doll, Michelle; Godbout, Emily J.; Hemphill, Robin; Stevens, Michael P.",Infect Control Hosp Epidemiol,1736130314.0,#3457,,2020.0,0
,CZI,Structure-based stabilization of non-native protein-protein interactions of coronavirus nucleocapsid proteins in antiviral drug design,10.1021/acs.jmedchem.9b01913,,,,"Structure-based stabilization of protein-protein interactions (PPIs) is a promising strategy for drug discovery. However, this approach has mainly focused on the stabilization of native PPIs and non-native PPIs have received little consideration. Here, we identified a non-native interaction interface on the 3D dimeric structure of the N-terminal domain of the MERS-CoV nucleocapsid protein (MERS-CoV N-NTD). The interface formed a conserved hydrophobic cavity suitable for targeted drug screening. By considering the hydrophobic complementarity during the virtual screening step, we identified 5-benzyloxygramine as a new N protein PPI orthosteric stabilizer that possesses both antiviral and N-NTD protein-stabilizing activity. X-ray crystallography and small-angle X-ray scattering showed that 5-benzyloxygramine stabilizes the N-NTD dimers through simultaneous hydrophobic interactions to both partners, resulting in abnormal N protein oligomerization that was further confirmed in the cell. This unique approach based on the identification and stabilization of non-native PPIs of N protein could be applied towards drug discovery against CoV diseases.",2020-01-01,"Lin, Shan-Meng; Lin, Shih-Chao; Hsu, Jia-Ning; Chang, Chung-ke; Chien, Ching-Ming; Wang, Yong-Sheng; Wu, Hung-Yi; Jeng, U. Ser; Kehn-Hall, Kylene; Hou, Ming-hon",Journal of Medicinal Chemistry,2035437208.0,#2598,,2020.0,153
,CZI,Broad Spectrum Antiviral Agent Niclosamide and Its Therapeutic Potential,10.1021/acsinfecdis.0c00052,,32125140.0,,"The recent outbreak of coronavirus disease 2019 (COVID-19) highlights an urgent need for therapeutics. Through a series of drug repurposing screening campaigns, niclosamide, an FDA-approved anthelminthic drug, was found to be effective against various viral infections with nanomolar to micromolar potency such as SARS-CoV, MERS-CoV, ZIKV, HCV and human adenovirus, indicating its potential as an antiviral agent. In this brief article, we summarize the broad antiviral activities of niclosamide and highlight its potential clinical use for treatment of COVID-19.",2020-01-01,"Xu, Jimin; Shi, Pei-Yong; Li, Hongmin; Zhou, Jia",ACS Infect Dis,2021189636.0,#3265,,2020.0,79
,CZI,Pharma mobilizes to combat the coronavirus,10.1021/cen-09805-buscon4,,,,"The World Health Organization has declared the fast-moving coronavirus outbreak in China a “public health emergency of international concern,” a measure that can spur coordinated global efforts to combat it. With infections steadily rising, major drug companies are mobilizing to develop diagnostics, vaccines, and possible treatments for the virus, 2019-nCoV. According to WHO, as of Jan. 30 more than 7,800 people worldwide are confirmed to have been infected by the virus, and another 12,000-plus cases are suspected. Almost all of the cases are in China, where 170 people have died. Although smaller biotech firms were among the first to publicly respond to the outbreak, big pharma firms say they have been quietly working on tests and treatments for several weeks. Roche has sent the first commercial diagnostic to China, and Johnson & Johnson says it is using the same technologies deployed for the rapid development of an Ebola vaccine to(..)",2020-01-01,,C&EN Global Enterprise,2095772697.0,#807,,2020.0,150
,CZI,China’s chemical industry shadowed by the coronavirus,10.1021/cen-09806-buscon1,,,,"With its escalating infections, city shutdowns, and nationwide transportation halts, the epidemic of the novel coronavirus is starting to strain China’s chemical industry. But experts see the impact as manageable and—they hope—short lived. By the afternoon of Feb. 6, more than 28,000 people in China were confirmed infected with the virus, almost 20,000 of them in the central Chinese province of Hubei. The death toll in China was 564, compared with 349 deaths in all of China from the severe acute respiratory syndrome (SARS) virus in 2003. The government shut down travel in and out of all cities in Hubei and extended the Lunar New Year holiday until Feb. 9 or 10 for most factories nationwide. Even if the epidemic is controlled in the next few months, frozen consumption, reduced factory output, and disturbed supply chains will cut 0.1 to 0.2 percentage points from global economic growth in 2020, according",2020-01-01,,C&EN Global Enterprise,,#1002,,2020.0,150
,CZI,Coronavirus puts drug chemical industry on alert,10.1021/cen-09806-buscon2,,,,"Major drug companies have issued statements in recent days assuring the public that their inventories are adequate in the face of supply chain threats stemming from the novel coronavirus. Suppliers of active pharmaceutical ingredients (APIs) are also assuring customers that they are prepared for temporary interruption in the supply of key ingredients from firms in China, where the outbreak originated. API makers in Europe and the US warn, however, that supply disruptions could result from a protracted delay in restarting production at plants closed in recent weeks by the Chinese government or from prolonged transportation restrictions. James Bruno, president of the consulting firm Chemical and Pharmaceutical Solutions, says travel restrictions are already interrupting business with Chinese suppliers. “First of all, nobody is going to be able to get to China,” he says, “so all the audits are going to be canceled.” Bruno adds that the restrictions will prolong plant closures",2020-01-01,,C&EN Global Enterprise,3005804754.0,#809,,2020.0,150
,CZI,Artificial intelligence finds drugs that could fight the new coronavirus,10.1021/cen-09806-scicon1,,,,"Two independent groups last week reported that they had used artificial intelligence in different ways to find possible treatments for the novel coronavirus, named 2019-nCoV. On Feb. 4, researchers from the AI drug discovery company BenevolentAI and Imperial College London reported that they had used AI software to find an already-approved drug that might limit the virus’s ability to infect people (Lancet 2020, DOI: 10.1016/S0140-6736(20)30304-4). On Feb. 6, Insilico Medicine announced that its AI algorithms had designed new molecules that could stop the virus from replicating in people’s bodies. The company says it submitted a paper to the bioRxiv server, but the preprint had not been posted there as of press time. BenevolentAI’s algorithms connect molecular structure data to biomedical information about relevant receptors and diseases to find potential drug targets. The group adapted its search to newly available information about 2019-nCoV and focused on the enzyme adaptor-associated protein kinase",2020-01-01,,C&EN Global Enterprise,3006492276.0,#808,,2020.0,150
,CZI,Biotech start-ups hit by coronavirus work stoppages,10.1021/cen-09807-buscon3,,,,"s the outbreak of the new coronavirus, now officially named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), continues to mushroom, the related work stoppages in China have put a spotlight on Western biotech companies’ dependence on Chinese contract research organizations (CROs). The situation has prompted some start-ups to rethink their contingency plans—particularly when it comes to chemistry services. Biotech firms had anticipated delays related to the Lunar New Year holidays, and so far outbreak-related travel restrictions have extended that work gap by only a week. But as the virus spreads—according to Chinese authorities, as of Feb. 13, more than 60,100 people had been infected and nearly 1,400 had died, most of them in China—some biotech firms that rely on China are becoming nervous about how long their projects could be on hold. Much attention is on WuXi AppTec, the largest Chinese CRO.",2020-01-01,,C&EN Global Enterprise,2548087481.0,#1174,,2020.0,142
,CZI,"Sanofi, BARDA team for coronavirus vaccine",10.1021/cen-09808-buscon15,,,,"Sanofi Pasteur is working with the US Biomedical Advanced Research and Development Authority (BARDA) to develop a vaccine against the novel coronavirus, known as severe acute respiratory syndrome-CoV-2, which as of Feb. 20 had infected more than 75,000 people and killed more than 2,100. Sanofi will build on work on a vaccine against SARS, another coronavirus that circulated in the early 2000s. In December 2019, BARDA awarded the firm a $226 million contract to expand manufacturing capacity for use in a potential flu pandemic. Sanofi says the new vaccine will use the same technology.",2020-01-01,,C&EN Global Enterprise,2625213092.0,#1881,,2020.0,94
,CZI,Structure of novel coronavirus’s spike protein solved,10.1021/cen-09808-scicon3,,,,"n a piece of research accomplished with astonishing speed, scientists from the University of Texas at Austin and the National Institutes of Health have released a cryo-electron microscopy (cryo-EM) structure of part of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the novel coronavirus that has infected tens of thousands of people and killed more than 2,000 since the end of December (Science 2020, DOI: 10.1126/science.abb2507). The part of the virus imaged, called the spike protein, helps the virus attach to and infect human cells, and the determination of its structure comes just weeks after the virus’s genome sequence was published. The breakthrough is a huge step toward developing a vaccine against the virus as well as treatments for COVID-19, the disease that it causes, the researchers say. UT Austin’s Jason McLellan and his colleagues, who have spent many years studying other coronaviruses, had already figured out how to use select",2020-01-01,,C&EN Global Enterprise,,#1880,,2020.0,150
,CZI,Diagnosing COVID-19,10.1021/cen-09808-scicon8,,,,"hina continues to fight the outbreak of a novel coronavirus, called severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which has infected tens of thousands and killed more than 2,100 people since the end of 2019. The outbreak’s hot spot is in the central province of Hubei, in particular, its capital city Wuhan, where there have been more than 62,000 infections and 2,029 deaths as of last week, according to the World Health Organization (WHO). There, doctors and scientists are desperately struggling to find reliable ways to diagnose infected patients to help treat them and control the spread of the virus. The struggle has involved two diagnostic options—computed tomography (CT) scans of patients’ lungs and a nucleic acid lab test—each with advantages and disadvantages. With “a suddenly rampant new virus, it is normal to have multiple test approaches,” says a virologist at the Chinese Center for Disease Control and Prevention",2020-01-01,,C&EN Global Enterprise,2095772697.0,#1882,,2020.0,149
,CZI,"Coronavirus latest: children are as susceptible as adults, study suggests",10.1037/11533-000,,,,"Updates on the respiratory illness that has infected tens of thousands of people and killed thousands. Children are just as likely to get infected with the new coronavirus as adults, finds one of the most detailed studies yet published on the spread of the virus, known as SARS-CoV-2. The analysis — based on data from Shenzhen, China — provides a partial answer to one of the most pressing questions surrounding the outbreak: the role of children.",2020-01-01,Nature,Nature,653912363.0,#4490,,2020.0,76
,CZI,Coronavirus latest: Scientists clash over virus name,10.1038/531426a,,,,"Some researchers in China are unhappy with the designated name for the new coronavirus, SARS-CoV-2. They worry that the use of ‘SARS-CoV’ will confuse the public and impede efforts to control the pathogen’s spread.",2020-01-01,Nature,Nature,2307634664.0,#827,,2020.0,34
,CZI,Therapeutic options for the 2019 novel coronavirus (2019-nCoV),10.1038/d41573-020-00016-0,,,,"Therapeutic options in response to the 2019-nCoV outbreak are urgently needed. Here, we discuss the potential for repurposing existing antiviral agents to treat 2019-nCoV, some of which are already moving into clinical trials. Therapeutic options in response to the 2019-nCoV outbreak are urgently needed. Here, we discuss the potential for repurposing existing antiviral agents to treat 2019-nCoV, some of which are already moving into clinical trials.",2020-01-01,"Li, Guangdi; Clercq, Erik De",Nature Reviews Drug Discovery,3004894342.0,#606,,2020.0,66
,CZI,New virus in China requires international control effort,10.1038/d41586-020-00135-z,,,,,2020-01-01,"Liu, S. L.",Nature,3000446153.0,#303,,2020.0,0
,CZI,Stop the Wuhan virus,10.1038/d41586-020-00153-x,,,,"Vigilance, preparedness, speed, transparency and global coordination are now crucial to stopping a new infectious disease from becoming a global emergency. [Figure not available: see fulltext.].",2020-01-01,,Nature,3000892382.0,#94,,2020.0,26
,CZI,Coronavirus latest: WHO says outbreak is not yet pandemic,10.1038/d41586-020-00154-w,,,,"Scientists are concerned about a new virus that has infected tens of thousands of people and killed more than 2,000. The virus, which emerged in the Chinese city of Wuhan in December, is a coronavirus and belongs to the same family as the pathogen that causes severe acute respiratory syndrome, or SARS. It causes a respiratory illness called COVID-19, which can spread from person to person. Here’s the latest news on the outbreak. 24 February 16:30 GMT — WHO says outbreak isn’t a pandemic At a press briefing on 24 February, the World Health Organization (WHO) said that, despite the spread of the disease, the coronavirus outbreak does not yet amount to a pandemic. “Using the word pandemic now does not fit the facts, but it may cause fear,” said WHO director-general Tedros Adhanom Ghebreyesus.",2020-01-01,,Nature,3004083679.0,#1875,,2020.0,135
,CZI,Coronavirus latest: Trump requests $2.5 billion for coronavirus response,10.1038/d41586-020-00154-w,,,,"Trump requests emergency funding for coronavirus response The White House on 24 February requested up to $2.5 billion to fund the US response to COVID-19. In a letter to Congress, the Office of Management and Budget requested $1.25 billion in new funding and proposed to make up the rest by repurposing funds allocated to other programs, including $535 million assigned to the Ebola response.Updates on the respiratory illness that has infected tens of thousands of people. Updates on the respiratory illness that has infected tens of thousands of people.",2020-01-01,,Nature,2143542499.0,#2033,,2020.0,89
,CZI,"Coronavirus latest: global infections pass 90,000",10.1038/d41586-020-00154-w,,,,"Updates on the respiratory illness that has infected tens of thousands of people. The number of people worldwide who have been infected with the coronavirus has passed 90,000. More than 3,000 people have died since the outbreak began in December. The vast majority of cases — more than 80,000 — have occurred in China, but around 60 other countries are now also dealing with outbreaks. Many nations are preparing for a global pandemic, as reports of cases caused by community spread — rather than importation from China — rise. South Korea, Italy and Iran are fighting the largest outbreaks outside of China.",2020-01-01,Nature,Nature,2475094986.0,#3142,,2020.0,102
,CZI,Coronavirus latest: First infection detected in Africa,10.1038/d41586-020-00154-w,,,,Updates on the respiratory illness that has infected tens of thousands of people. Updates on the respiratory illness that has infected tens of thousands of people.,2020-01-01,Nature,Nature,2170093155.0,#1037,,2020.0,26
,CZI,Coronavirus latest: Chinese cases spike after changes to diagnosis method,10.1038/d41586-020-00154-w,,,,Updates on the respiratory illness that has infected tens of thousands of people. Updates on the respiratory illness that has infected tens of thousands of people.,2020-01-01,,Nature,3004780074.0,#888,,2020.0,26
,CZI,Coronavirus latest: deaths in China surpass SARS toll,10.1038/d41586-020-00154-w,,,,"Updates on the respiratory illness that has infected tens of thousands of people. Updates on the respiratory illness that has infected tens of thousands of people. Here’s the latest news on the outbreak. 10 February 04:30 GMT — Deaths in China surpass toll from SARS More than 900 people in China have died from the new virus, a greater number than those who died from severe acute respiratory syndrome (SARS) in the 2002–03 epidemic. That outbreak, which also originated in China, killed 774 people worldwide. The number of people in the country infected with the new coronavirus has risen to 40,171, according to the latest update from China‘s National Health Commission.",2020-01-01,Nature,Nature,3004892222.0,#559,,2020.0,111
,CZI,"Coronavirus latest: infections in China pass 20,000",10.1038/d41586-020-00154-w,,,,Updates on the respiratory illness that has infected thousands of people. Updates on the respiratory illness that has infected thousands of people.,2020-01-01,,Nature,3004912618.0,#290,,2020.0,22
,CZI,China coronavirus: Six questions scientists are asking,10.1038/d41586-020-00166-6,,31992880.0,,,2020-01-01,"Callaway, E.; Cyranoski, D.",Nature,3001388158.0,#237,,2020.0,0
,CZI,Coronavirus outbreak: what's next?,10.1038/d41586-020-00236-9,,32020111.0,,,2020-01-01,"Lewis, Dyani",Nature,3004083679.0,#311,,2020.0,0
,CZI,China coronavirus: labs worldwide scramble to analyse live samples,10.1038/d41586-020-00262-7,,32020116.0,,,2020-01-01,"Callaway, Ewen",Nature,3004196996.0,#339,,2020.0,0
,CZI,"Calling all coronavirus researchers: keep sharing, stay open",10.1038/d41586-020-00307-x,,32020126.0,,,2020-01-01,,Nature,2946951548.0,#350,,2020.0,0
,CZI,Coronavirus: hospitals must learn from past pandemics,10.1038/d41586-020-00354-4,,,,"Use techniques honed during the SARS, H1N1 and Ebola epidemics to separate sick and well, keep workers safe and prepare for the next outbreak, says Nahid Bhadelia Use techniques honed during the SARS, H1N1 and Ebola epidemics to separate sick and well, keep workers safe and prepare for the next outbreak, says Nahid Bhadelia",2020-01-01,"Bhadelia, Nahid",Nature,3006492624.0,#794,,2020.0,54
,CZI,When will the coronavirus outbreak peak?,10.1038/d41586-020-00361-5,,,,"Officials want to know but predictions vary wildly, from now to after hundreds of millions of people are infected. Officials want to know but predictions vary wildly, from now to after hundreds of millions of people are infected.",2020-01-01,"Cyranoski, David",Nature,3005762913.0,#1152,,2020.0,38
,CZI,Did pangolins spread the China coronavirus to people?,10.1038/d41586-020-00364-2,,,,Genetic sequences of viruses isolated from the scaly animals are 99% similar to that of the circulating virus — but the work is yet to be formally published. Genetic sequences of viruses isolated from the scaly animals are 99% similar to that of the circulating virus — but the work is yet to be formally published.,2020-01-01,"Cyranoski, David",Nature,3004620471.0,#502,,2020.0,56
,CZI,Coronavirus: why a permanent ban on wildlife trade might not work in China,10.1038/d41586-020-00377-x,,,,,2020-01-01,"Ribeiro, Joana; Bingre, Pedro; Strubbe, Diederik; Reino, Luís",Nature,3005823408.0,#738,,2020.0,0
,CZI,China: clamp down on violations of wildlife trade ban,10.1038/d41586-020-00378-w,,,,,2020-01-01,"Zhou, Z. M.; Buesching, C. D.; Macdonald, D. W.; Newman, C.",Nature,3005823978.0,#2482,,2020.0,0
,CZI,Why does the coronavirus spread so easily between people?,10.1038/d41586-020-00405-w,,,,"As the number of coronavirus infections approaches 100,000 people worldwide, researchers are racing to understand what makes it spread so easily. A handful of genetic and structural analyses have identified a key feature of the virus — a protein on its surface — that might explain why it infects human cells so readily. Other groups are investigating the doorway through which the new coronavirus enters human tissues — a receptor on cell membranes. Both the cell receptor and the virus protein offer potential targets for drugs to block the pathogen, but researchers say it is too early to be sure. “Understanding transmission of the virus is key to its containment and future prevention,” says David Veesler, a structural virologist at the University of Washington in Seattle, who posted his team’s findings about the virus protein on the biomedical preprint server bioRxiv on 20 February1. The new virus spreads much more readily than the one that caused severe acute respiratory syndrome, or SARS (also a coronavirus), and has infected more than ten times the number of people who contracted SARS.",2020-01-01,"Mallapaty, Smriti",,3005674816.0,#4897,,2020.0,179
,CZI,Scientists fear coronavirus spread in countries least able to contain it,10.1038/d41586-020-00405-w,,,,Concerns are rising about the virus’s potential to circulate undetected in Africa and Asia. Concerns are rising about the virus’s potential to circulate undetected in Africa and Asia.,2020-01-01,"Mallapaty, Smriti",Nature,3005674816.0,#751,,2020.0,28
,CZI,Daily briefing: The potential for repurposing existing drugs to fight COVID-19 coronavirus,10.1038/d41586-020-00412-x,,,,"Time is of the essence — here’s what we’ve already got. Plus, biology’s cryo-electron microscopy boom and why Scotland is bringing back bogs. Time is of the essence — here’s what we’ve already got. Plus, biology’s cryo-electron microscopy boom and why Scotland is bringing back bogs.",2020-01-01,"Graham, Flora",Nature,2793560999.0,#776,,2020.0,46
,CZI,More than 80 clinical trials launch to test coronavirus treatments,10.1038/d41586-020-00444-3,,,,"As HIV drugs, stem cells and traditional Chinese medicines vie for a chance to prove their worth, the WHO attempts to bring order to the search. As HIV drugs, stem cells and traditional Chinese medicines vie for a chance to prove their worth, the WHO attempts to bring order to the search.",2020-01-01,Nature,Nature,3005925177.0,#886,,2020.0,52
,CZI,Avoid stigmatizing names for 2019 novel coronavirus,10.1038/d41586-020-00458-x,,32071450.0,,,2020-01-01,"Shu, Lele",Nature,3005489812.0,#1271,,2020.0,0
,CZI,‘No one is allowed to go out’: your stories from the coronavirus outbreak,10.1038/d41586-020-00478-7,,,,"From laboratory closures to equipment shortages, researchers worldwide tell Nature how they have been affected by the epidemic. ‘No one is allowed out’: readers tell Nature about their experiences. The outbreak of a new coronavirus is wreaking havoc worldwide. In China, the epicentre of the epidemic, the virus has infected tens of thousands of people and killed more than 2,100. Unprecedented measures meant to contain the spread have brought millions of daily lives to a halt, and the effects have touched economies and global supply chains.",2020-01-01,"Stoye, Emma",Nature,,#1764,,2020.0,86
,CZI,Mystery deepens over animal source of coronavirus,10.1038/d41586-020-00548-w,,32127703.0,,,2020-01-01,"Cyranoski, David",Nature,1504098263.0,#4350,,2020.0,0
,CZI,Mystery deepens over animal source of coronavirus Podcast Extra: ‘There is lots of anxiety’: a scientist’s view from South Korea Coronavirus latest: Brazil reports first case in South America,10.1038/d41586-020-00548-w 10.1038/d41586-020-00565-9 10.1038/d41586-020-00154-w,,,,"Pangolins are a prime suspect, but a slew of genetic analyses has yet to find conclusive proof. Pangolins are a prime suspect, but a slew of genetic analyses has yet to find conclusive proof. Nick Howe speaks to chemist Bartosz Grzybowski about his experience with the coronavirus outbreak in South Korea. Nick Howe speaks to chemist Bartosz Grzybowski about his experience with the coronavirus outbreak in South Korea. A case of COVID-19 has been confirmed in Brazil — the first in South America. On 26 February, Brazil’s minister of health, Luiz Henrique Mandetta, confirmed that a man who traveled to northern Italy between 9 and 21 February has the disease. Italy’s outbreak has escalated to 324 cases and 12 deaths, according to a virus tracker maintained by Johns Hopkins University in Baltimore, Maryland.",2020-01-01,"Cyranoski, David; Grzybowski, Bartosz; Nature",Nature,,#2315,,2020.0,133
,CZI,Time to use the p-word? Coronavirus enters dangerous new phase,10.1038/d41586-020-00551-1,,,,"As outbreaks surge worldwide, scientists fear that COVID-19 might soon become pandemic. As outbreaks surge worldwide, scientists fear that COVID-19 might soon become pandemic.",2020-01-01,"Callaway, Ewen",Nature,2031123810.0,#2009,,2020.0,24
